pH,TDS,Turbidity,MP_Count,Risk
13.12,590,8.57,1,High
7.67,226,0.05,0,Low
7.48,230,0.18,1,Low
6.65,151,0.51,2,Medium
7.19,262,0.26,0,Low
6.66,281,1.06,4,Medium
7.4,215,0.07,3,Low
7.79,268,0.23,1,Low
7.57,150,0.04,6,Medium
7.17,260,5.88,1,High
7.34,261,13.86,24,High
7.55,217,0.86,2,Low
6.55,150,0.16,1,Medium
7.45,224,0.01,0,Low
6.66,261,0.57,5,Medium
7.7,200,6.16,3,High
7.72,238,0.47,3,Low
7.39,203,17.71,9,High
7.32,161,4.79,5,Medium
7.95,301,0.46,7,Medium
7.49,247,0.05,3,Low
7.43,322,1.34,5,Medium
7.0,799,12.36,25,High
1.57,52,17.89,1,High
7.63,264,0.09,3,Low
7.37,245,0.89,4,Low
5.88,95,16.98,48,High
6.87,185,3.08,3,Medium
5.31,142,13.68,24,High
7.33,244,0.51,4,Low
7.12,102,18.43,1,High
8.39,172,1.41,4,Medium
7.27,162,2.31,6,Medium
6.69,263,4.03,7,Medium
8.37,251,1.88,4,Medium
6.62,236,4.28,0,Medium
7.59,229,0.62,0,Low
7.16,217,0.38,0,Low
7.55,234,0.3,2,Low
8.26,290,0.89,6,Medium
8.38,242,0.76,5,Medium
7.15,263,0.27,3,Low
7.6,158,4.25,7,Medium
7.41,253,0.62,2,Low
1.87,68,13.36,10,High
6.68,176,1.11,2,Medium
7.33,180,2.34,7,Medium
7.72,246,0.85,1,Low
7.35,247,0.78,3,Low
7.69,252,0.06,3,Low
7.0,114,0.07,12,High
7.0,595,8.86,32,High
5.12,940,0.35,40,High
11.81,210,16.28,4,High
7.17,248,0.65,1,Low
7.38,209,0.31,3,Low
12.68,421,12.16,21,High
7.33,226,0.74,0,Low
7.0,236,0.78,2,High
7.42,161,2.52,6,Medium
13.27,418,8.2,48,High
7.5,234,0.14,1,Low
7.71,204,0.86,0,Low
2.61,503,13.0,27,High
7.99,209,3.31,3,Medium
7.0,128,14.07,47,High
7.24,96,0.39,2,High
7.41,288,3.38,5,Medium
1.32,945,12.42,0,High
10.04,260,0.86,4,High
8.36,241,0.08,6,Medium
7.37,227,0.31,0,Low
7.22,329,0.79,5,Medium
10.3,141,0.22,38,High
7.51,269,0.34,1,Low
7.58,264,0.77,4,Low
7.51,236,0.03,1,Low
7.65,220,0.75,4,Low
8.39,350,0.37,1,Medium
7.49,214,0.84,4,Low
7.12,264,0.35,2,Low
7.92,336,0.31,5,Medium
6.58,231,1.35,1,Medium
7.0,265,7.05,40,High
7.0,910,5.6,11,High
7.93,196,1.12,0,Medium
7.33,227,0.71,0,Low
7.27,259,0.79,1,Low
4.42,219,0.23,4,High
7.0,108,8.98,0,High
7.28,408,0.61,27,High
7.14,201,0.06,1,Low
6.68,345,2.92,4,Medium
6.61,211,1.65,0,Medium
7.25,95,0.59,41,High
7.54,243,0.12,0,Low
7.12,234,4.86,7,Medium
7.12,220,0.05,3,Low
7.25,201,0.55,0,Low
6.6,342,3.58,1,Medium
7.47,230,0.34,4,Low
12.41,94,7.82,46,High
7.46,239,0.36,4,Low
7.0,219,0.69,4,High
7.13,297,2.07,5,Medium
7.64,178,2.57,5,Medium
7.2,234,0.67,34,High
9.67,254,12.06,2,High
7.63,253,10.57,0,High
9.33,378,10.22,41,High
5.39,433,18.87,32,High
7.25,201,0.5,1,Low
3.98,118,15.66,42,High
7.59,241,0.14,4,Low
7.28,266,16.28,3,High
7.94,255,2.09,2,Medium
2.06,352,13.21,43,High
7.2,190,0.38,7,Medium
7.17,155,0.21,6,Medium
7.63,310,0.88,5,Medium
7.98,238,1.98,2,Medium
7.51,233,0.88,4,Low
7.66,216,0.89,3,Low
7.12,228,0.54,3,Low
7.57,259,0.7,4,Low
7.19,206,0.25,15,High
7.28,213,0.18,2,Low
8.24,177,1.78,3,Medium
6.84,255,0.27,6,Medium
5.91,148,7.66,2,High
7.52,263,15.35,3,High
8.27,218,2.58,7,Medium
7.0,148,9.31,0,High
7.57,258,0.37,1,Low
7.27,218,0.72,0,Low
7.79,235,0.16,2,Low
6.5,175,4.53,2,Medium
7.12,580,0.67,12,High
7.96,183,0.12,3,Medium
7.78,167,2.08,7,Medium
6.63,338,0.82,1,Medium
6.76,308,3.74,2,Medium
8.28,237,0.23,5,Medium
7.0,104,6.38,35,High
6.78,246,2.63,4,Medium
7.44,685,0.74,4,High
6.72,331,0.81,3,Medium
7.52,213,0.46,1,Low
7.15,255,0.88,1,Low
7.73,236,0.1,1,Low
7.43,229,0.32,0,Low
7.27,258,0.39,1,Low
7.6,257,0.84,2,Low
7.14,204,0.28,0,Low
7.18,219,0.19,4,Low
7.4,226,1.28,5,Medium
13.72,565,19.42,46,High
7.15,224,0.78,2,Low
7.27,266,0.37,3,Low
9.98,111,17.39,4,High
7.3,245,0.78,28,High
7.0,670,7.4,2,High
8.31,185,0.09,7,Medium
6.55,237,1.03,5,Medium
7.2,230,0.36,4,Low
7.71,214,0.05,0,Low
12.21,205,19.32,45,High
8.48,209,1.22,5,Medium
7.53,336,3.82,6,Medium
7.35,261,0.74,4,Low
8.45,336,2.99,3,Medium
7.51,279,0.23,7,Medium
8.2,224,4.38,5,Medium
7.21,220,3.39,7,Medium
7.0,114,9.03,21,High
7.71,485,11.77,0,High
7.27,205,3.12,6,Medium
3.45,76,5.65,3,High
7.74,234,0.52,29,High
7.71,217,15.85,26,High
6.67,329,2.82,1,Medium
8.39,248,2.54,5,Medium
7.39,200,0.88,4,Low
4.12,682,0.05,30,High
7.62,235,0.85,4,Low
7.0,113,5.79,36,High
7.51,235,0.54,3,Low
8.0,246,2.91,4,Medium
7.19,216,3.07,6,Medium
9.59,117,6.71,27,High
8.13,229,2.37,6,Medium
6.75,242,3.21,3,Medium
7.75,938,0.21,4,High
7.74,153,2.62,2,Medium
4.18,237,0.44,27,High
7.36,223,0.2,4,Low
7.79,208,0.61,1,Low
7.72,227,0.76,3,Low
7.79,209,0.54,3,Low
6.84,332,0.87,4,Medium
7.68,247,0.81,11,High
7.34,326,4.04,0,Medium
7.42,254,0.4,2,Low
6.89,332,0.1,4,Medium
7.59,216,0.5,1,Low
7.37,250,0.36,4,Low
7.78,218,0.44,0,Low
7.24,730,0.7,1,High
10.71,542,0.19,14,High
7.26,206,1.94,6,Medium
6.67,266,0.53,7,Medium
8.43,184,0.44,5,Medium
7.64,239,0.33,4,Low
7.0,218,0.48,47,High
7.17,254,14.91,15,High
7.42,297,0.66,6,Medium
7.53,244,5.31,14,High
7.3,263,0.49,3,Low
7.56,218,0.74,4,Low
7.76,243,0.75,2,Low
7.0,565,0.64,2,High
7.18,255,0.31,4,Low
7.48,268,0.52,4,Low
7.51,220,16.87,29,High
7.78,64,17.27,25,High
8.4,178,0.52,5,Medium
7.42,267,17.39,24,High
7.59,192,2.26,2,Medium
11.46,877,11.36,22,High
7.16,255,0.36,3,Low
7.0,76,14.96,15,High
7.0,147,13.06,41,High
7.42,267,0.15,2,Low
5.04,114,12.58,20,High
7.57,260,0.11,29,High
7.36,248,0.05,0,Low
7.19,260,0.08,2,Low
7.62,879,16.36,11,High
7.0,109,8.33,30,High
7.0,618,16.16,31,High
7.3,211,0.67,2,Low
7.22,181,0.74,6,Medium
7.15,246,0.53,2,Low
7.17,212,0.8,1,Low
8.11,280,3.91,4,Medium
6.75,320,0.51,2,Medium
7.69,202,0.33,3,Low
6.72,169,0.28,7,Medium
7.18,230,0.24,1,Low
8.0,346,0.37,3,Medium
3.16,264,19.87,36,High
12.36,665,12.46,4,High
6.67,285,4.4,0,Medium
7.17,172,4.31,5,Medium
7.59,123,10.99,14,High
7.38,224,0.68,1,Low
11.15,71,14.51,29,High
8.46,170,0.62,6,Medium
7.13,187,2.16,6,Medium
7.58,269,5.56,28,High
7.56,249,13.32,4,High
7.71,243,0.54,0,Low
7.42,248,0.9,0,Low
6.12,219,0.66,1,High
7.0,387,18.88,50,High
7.17,127,0.43,2,High
7.59,326,2.12,5,Medium
7.79,265,0.69,1,Low
7.14,327,0.83,5,Medium
7.0,136,5.82,35,High
7.2,218,0.65,15,High
13.63,242,0.21,43,High
8.2,160,0.32,7,Medium
9.17,126,17.97,1,High
7.56,242,15.28,0,High
2.18,227,0.89,3,High
7.69,68,18.39,2,High
13.55,110,0.16,1,High
9.36,66,0.74,3,High
7.61,247,0.33,1,Low
7.0,552,0.8,0,High
11.33,74,17.32,40,High
7.45,224,2.2,5,Medium
6.58,237,2.51,2,Medium
7.0,136,16.83,14,High
6.86,274,4.63,1,Medium
6.75,185,0.17,1,Medium
2.14,257,5.9,23,High
7.2,71,0.25,38,High
7.0,854,19.0,35,High
7.52,228,0.19,2,Low
7.6,182,1.8,3,Medium
6.8,239,1.66,2,Medium
7.0,513,0.81,40,High
7.25,234,0.25,0,Low
8.46,324,4.79,4,Medium
7.34,244,14.07,2,High
7.74,202,0.3,1,Low
7.64,60,19.89,25,High
8.46,211,0.15,7,Medium
7.0,205,0.34,1,High
7.79,239,0.85,0,Low
7.78,202,0.43,1,Low
7.47,250,1.33,7,Medium
8.69,507,14.08,12,High
7.16,207,0.22,28,High
10.03,250,5.57,3,High
7.0,255,10.99,4,High
6.73,245,2.17,0,Medium
7.59,435,7.43,27,High
7.48,205,16.96,1,High
7.24,175,3.81,7,Medium
7.56,187,0.27,6,Medium
7.45,207,0.03,0,Low
7.19,265,0.59,2,Low
7.8,205,0.63,15,High
5.89,113,15.21,11,High
7.33,324,3.29,5,Medium
7.47,331,2.06,4,Medium
6.82,164,0.62,7,Medium
8.3,225,2.83,4,Medium
6.61,250,3.81,6,Medium
5.36,210,0.09,4,High
7.19,98,13.62,29,High
6.58,178,0.5,4,Medium
7.33,261,0.38,2,Low
1.36,258,0.64,0,High
7.37,284,3.4,0,Medium
6.54,314,0.36,3,Medium
7.23,474,10.72,0,High
7.23,251,0.86,4,Low
7.0,105,5.85,19,High
7.28,112,9.48,2,High
7.54,250,0.36,19,High
7.68,251,0.1,2,Low
5.15,114,19.36,26,High
2.32,229,0.59,46,High
7.39,232,0.61,3,Low
8.46,246,0.3,7,Medium
7.23,219,0.46,2,Low
7.14,257,0.84,4,Low
7.59,227,0.74,4,Low
7.38,265,10.59,48,High
7.3,162,1.28,6,Medium
4.26,202,0.06,15,High
7.46,269,0.08,2,Low
7.63,200,0.22,2,Low
7.74,207,0.03,4,Low
7.57,211,0.34,4,Low
7.0,649,0.85,15,High
2.91,76,10.01,39,High
7.78,99,5.73,2,High
9.37,223,0.86,1,High
7.5,336,3.2,7,Medium
7.78,221,0.13,28,High
8.01,179,0.48,1,Medium
7.25,224,0.42,42,High
7.0,209,9.67,2,High
6.77,194,0.73,7,Medium
7.38,221,0.44,1,Low
7.21,250,0.84,4,Low
7.0,251,9.8,3,High
7.72,228,0.9,1,Low
7.0,839,6.66,24,High
7.63,616,0.03,1,High
7.9,155,0.48,6,Medium
7.69,232,0.74,3,Low
7.73,156,0.15,6,Medium
7.78,213,0.62,3,Low
7.52,294,2.11,6,Medium
13.28,102,11.76,40,High
5.48,262,14.9,38,High
7.52,928,0.04,1,High
7.35,253,0.9,4,Low
6.68,215,2.27,1,Medium
4.27,51,16.18,28,High
13.23,845,0.82,10,High
7.66,241,0.13,2,Low
7.0,952,0.49,2,High
7.0,104,10.71,42,High
13.88,79,10.82,41,High
7.59,238,4.41,7,Medium
7.56,205,0.01,3,Low
7.58,264,0.5,3,Low
7.61,263,0.13,0,Low
4.02,228,0.13,1,High
7.12,151,4.77,6,Medium
1.64,142,17.89,42,High
7.15,269,0.28,0,Low
7.4,157,0.79,5,Medium
7.61,234,0.77,0,Low
6.63,179,0.29,6,Medium
7.5,230,0.38,0,Low
7.45,169,0.75,7,Medium
7.27,222,17.44,4,High
7.59,244,0.18,3,Low
6.65,225,1.48,5,Medium
7.37,557,6.57,50,High
7.52,230,0.52,3,Low
7.74,240,0.46,18,High
7.52,260,0.45,3,Low
7.29,250,0.58,3,Low
12.27,65,0.08,29,High
4.49,507,17.92,27,High
2.67,681,8.38,2,High
7.61,270,2.69,7,Medium
11.38,200,0.83,13,High
7.37,243,0.49,1,Low
7.35,258,0.5,1,Low
8.13,276,0.62,0,Medium
7.64,246,0.44,0,Low
7.62,201,0.4,0,Low
6.79,183,0.84,1,Medium
7.13,217,0.6,1,Low
6.63,293,4.54,3,Medium
7.3,329,2.98,5,Medium
1.48,578,9.18,8,High
7.38,206,0.73,1,Low
7.73,233,16.88,0,High
7.0,64,6.04,49,High
7.73,204,0.4,0,Low
7.22,190,0.0,7,Medium
7.78,251,0.66,2,Low
5.51,248,0.12,1,High
4.15,242,0.68,4,High
5.09,258,0.41,26,High
7.44,108,0.77,0,High
4.83,103,14.32,2,High
8.21,176,0.44,1,Medium
7.54,251,4.22,7,Medium
10.7,91,19.14,25,High
8.12,197,3.81,1,Medium
7.58,262,0.2,3,Low
7.79,328,0.79,7,Medium
7.43,186,1.71,5,Medium
4.57,148,10.62,14,High
7.29,239,0.82,4,Low
7.77,234,0.16,1,Low
6.57,188,0.45,1,Medium
7.11,252,0.33,3,Low
7.68,154,0.34,6,Medium
7.71,209,0.25,0,Low
7.68,216,0.36,1,Low
6.52,246,0.59,5,Medium
5.46,85,19.37,45,High
7.45,211,0.33,4,Low
7.75,206,0.31,1,Low
